,Bull code/number,Age,AgeYear,DentalAge,AgeNumber,AgeCategory,Year,Model,Megapixels,Aperture,ShutterSpeed,ISO,FocalLength,Quality,WhiteBalance,Season,Month,Day,Date,Time,AgeClass,Head.Girth,Head.Height,Tusk.Side,Tusk.Length,Tusk.Circumference,Tusk.Shape,Tusk.Missing,Tusk.Breakage,Tusk.Arrangement,Body.Width,Shoulder.Height,Foot.Circumference,Musth.Period,Musth.Signs,Anatomy.not.visible,Anatomy.not.visible.binary,Blurred.Image,Visible.Injury,Body.Condition.Score,Ratio.bodyheight.to.bodywidth,Ratio.bodywith.to.bodyheight,Ratio.tusklength.bodywidth,Ratio.tusklength.bodyheight,Ratio.tuskcircumference.bodywidth,Ratio.tuskcircumference.bodyheight,Ratio.foot.to.bodywidth,Ratio.foot.to.bodyheight,Ratio.tusklength.to.foot,Ratio.tuskcircumference.to.foot,Ratio.tusk.circumference.to.tusk.length,Ratio.bodyheight.to.bodywidth2,Ratio.bodywith.to.bodyheight2,Ratio.tusklength.bodywidth2,Ratio.tusklength.bodyheight2,Ratio.tuskcircumference.bodywidth2,Ratio.tuskcircumference.bodyheight2,Ratio.foot.to.bodywidth2,Ratio.foot.to.bodyheight2,Ratio.tusklength.to.foot2,Ratio.tuskcircumference.to.foot2,Ratio.tusk.circumference.to.tusk.length2,Ratio.tusk.length.to.head.height,Ratio.tusk.circumference.to.head.height,Ratio.tusk.length.to.head.girth,Ratio.tusk.circumference.to.head.girth,Ratio.tusk.length.to.circumference
43,4,35+,2007,35,4,prime adult,2007,NIKON D50,6,5.6,0,250,90,Normal,Auto,dry,5,23,5/23/2007,11:06:40,Prime,40.42,47.74,right,63.34,11.22,upcurved,0,0,NA,NA,256.65,43.66,non-musth,NA,anal flap,0,0,0,4,NA,NA,NA,0.246795246,NA,0.043717124,NA,0.170114943,1.450755841,0.256985799,0.177139249,NA,NA,NA,0.226795246,NA,0.041717124,NA,0.159114943,1.191755841,0.243985799,0.153139249,1.326770004,0.235023041,1.567046017,0.277585354,5.645276292
44,4,35+,2008,36,4,prime adult,2008,FinePix S5600,5,6.4,0,200,24.8,Normal,Cloudy,wet,1,23,1/23/2008,10:27:03,Prime,NA,179.74,left,130.32,46.35,straight,0,1,NA,NA,1156.4,180.26,non-musth,NA,NA,0,0,0,4,NA,NA,NA,0.112694569,NA,0.040081287,NA,0.155880318,0.722955731,0.257128592,0.355662983,NA,NA,NA,0.092694569,NA,0.038081287,NA,0.144880318,0.463955731,0.244128592,0.331662983,0.725047291,0.257872482,NA,NA,2.811650485
45,5,35+,2007,28,4,prime adult,2007,Canon PowerShot S3 IS,5.9,4,0,100,17.7,SuperFine,Auto,dry,6,10,6/10/2007,8:52:07,Prime,21.86,74.55,left,94.73,16.93,upcurved,0,0,NA,342.35,NA,NA,non-musth,NA,foot,0,0,0,5,NA,NA,0.276705126,NA,0.049452315,NA,NA,NA,NA,NA,0.178718463,NA,NA,0.223705126,NA,0.036452315,NA,NA,NA,NA,NA,0.154718463,1.270690812,0.227095909,4.333485819,0.774473925,5.595392794
46,5,35+,2007,28,4,prime adult,2007,Canon PowerShot S3 IS,5.9,4,0,100,11.6,SuperFine,Auto,dry,6,10,6/10/2007,10:06:30,Prime,68.86,110.41,left,146.35,26.76,upcurved,0,0,NA,521.35,NA,NA,non-musth,NA,foot,0,0,0,5,NA,NA,0.280713532,NA,0.051328282,NA,NA,NA,NA,NA,0.182849334,NA,NA,0.227713532,NA,0.038328282,NA,NA,NA,NA,NA,0.158849334,1.325513993,0.242369351,2.12532675,0.38861458,5.468983558
47,5,35+,2007,28,4,prime adult,2007,Canon PowerShot S3 IS,5.9,4,0,100,12.9,SuperFine,Auto,dry,6,10,6/10/2007,10:07:14,Prime,63.74,122.68,left,152.66,30.22,upcurved,0,0,NA,597.08,NA,NA,non-musth,NA,foot,0,0,0,5,NA,NA,0.255677631,NA,0.050612983,NA,NA,NA,NA,NA,0.197956243,NA,NA,0.202677631,NA,0.037612983,NA,NA,NA,NA,NA,0.173956243,1.244375611,0.24633192,2.39504236,0.474113586,5.051621443
48,5,35+,2007,28,4,prime adult,2007,Canon PowerShot S3 IS,5.9,4,0,100,17.7,SuperFine,Auto,dry,6,10,6/10/2007,8:52:06,Prime,NA,77.19,left,98.62,19.15,upcurved,0,0,NA,404,455.34,81.85,non-musth,NA,NA,0,0,0,5,1.127079208,0.887249089,0.244108911,0.216585409,0.04740099,0.042056485,0.20259901,0.179755787,1.204886988,0.233964569,0.19417968,0.864079208,0.666249089,0.191108911,0.196585409,0.03440099,0.040056485,0.14859901,0.168755787,0.945886988,0.220964569,0.17017968,1.277626636,0.248089131,NA,NA,5.149869452
49,5,35+,2007,28,4,prime adult,2007,Canon PowerShot S3 IS,5.9,4,0,100,17.7,SuperFine,Auto,dry,6,10,6/10/2007,8:52:16,Prime,17.95,64.03,left,80.73,16.05,upcurved,0,0,NA,291.84,NA,NA,non-musth,NA,foot,0,0,0,5,NA,NA,0.276624178,NA,0.054995888,NA,NA,NA,NA,NA,0.198810851,NA,NA,0.223624178,NA,0.041995888,NA,NA,NA,NA,NA,0.174810851,1.260815243,0.250663751,4.497493036,0.894150418,5.029906542
50,6,35+,2007,38,4,prime adult,2007,Canon EOS 400D DIGITAL,10.1,7.1,0,400,200,Fine,Auto,wet,11,12,11/12/2007,9:48:46,Prime,NA,338.51,left,589.4,76.06,upcurved,0,0,higher left,1484.13,NA,NA,NA,NA,foot,0,0,0,5,NA,NA,0.397135022,NA,0.05124888,NA,NA,NA,NA,NA,0.129046488,NA,NA,0.344135022,NA,0.03824888,NA,NA,NA,NA,NA,0.105046488,1.741159788,0.224690556,NA,NA,7.749145412
51,6,35+,2004,39,4,prime adult,2008,C750UZ,3.9,4,0,50,14.1,Normal,Auto,wet,3,9,3/9/2008,11:55,Prime,67.1,198.89,right,382.66,45.47,upcurved,0,0,NA,899.53,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.425399931,NA,0.05054862,NA,NA,NA,NA,NA,0.118826112,NA,NA,0.372399931,NA,0.03754862,NA,NA,NA,NA,NA,0.094826112,1.923978078,0.228618835,5.702831595,0.677645306,8.415658676
52,6,35+,2008,39,4,prime adult,2008,FinePix S5600,5,3.5,0,64,38.6,Normal,Auto,wet,2,20,2/20/2008,13:56:06,Prime,133.84,231.55,right,411.92,55.47,upcurved,0,0,higher left,1073.08,NA,NA,NA,NA,foot,0,0,0,5,NA,NA,0.383867,NA,0.051692325,NA,NA,NA,NA,NA,0.13466207,NA,NA,0.330867,NA,0.038692325,NA,NA,NA,NA,NA,0.11066207,1.778967826,0.23955949,3.077704722,0.41445009,7.425996034
53,6,35+,2006,37,4,prime adult,2006,NIKON D70,3.3,8,0,200,46,Fine,Auto,wet,1,6,1/6/2006,7:39:41,Prime,33.56,41.29,right,68.95,10.02,upcurved,0,0,higher left,158.65,207.17,37.38,non-musth,NA,anal flap,0,0,0,5,1.305830444,0.765796206,0.434604475,0.332818458,0.063157895,0.048366076,0.235612985,0.18043153,1.844569288,0.268057785,0.145322698,1.042830444,0.544796206,0.381604475,0.312818458,0.050157895,0.046366076,0.181612985,0.16943153,1.585569288,0.255057785,0.121322698,1.669895859,0.242673771,2.054529201,0.298569726,6.881237525
54,6,35+,2008,39,4,prime adult,2008,FinePix S5600,5,3.5,0,64,38.6,Normal,Auto,wet,2,20,2/20/2008,13:56:42,Prime,170.58,225.62,right,352.91,57.51,upcurved,0,0,higher left,1042.89,1208.39,222.89,NA,NA,NA,0,0,0,5,1.15869363,0.863040906,0.338396188,0.292049752,0.055144838,0.047592251,0.213723403,0.184452039,1.583337072,0.258019651,0.162959395,0.89569363,0.642040906,0.285396188,0.272049752,0.042144838,0.045592251,0.159723403,0.173452039,1.324337072,0.245019651,0.138959395,1.564178708,0.254897615,2.068882636,0.337143862,6.136498
55,6,35+,2007,38,4,prime adult,2007,PENTAX *ist DL,6,6.7,NA,400,170,Normal,Auto,dry,8,25,8/25/2007,15:51:29,Prime,172.91,233.34,left,409.52,60.41,upcurved,0,0,higher left,NA,1268.04,203.68,pre/post-musth,TGS,anal flap,0,0,0,5,NA,NA,NA,0.322955112,NA,0.047640453,NA,0.160625848,2.01060487,0.296592694,0.147514163,NA,NA,NA,0.302955112,NA,0.045640453,NA,0.149625848,1.75160487,0.283592694,0.123514163,1.75503557,0.258892603,2.368399746,0.349372506,6.779010098
56,6,35+,2007,38,4,prime adult,2007,PENTAX *ist DL,6,6.7,NA,400,170,Normal,Auto,dry,8,25,8/25/2007,15:51:32,Prime,190.55,242.22,left,398.38,65.06,upcurved,0,0,higher left,NA,1266.97,200.63,pre/post-musth,TGS,anal flap,0,0,0,5,NA,NA,NA,0.314435227,NA,0.051350861,NA,0.158354184,1.985645218,0.324278523,0.163311411,NA,NA,NA,0.294435227,NA,0.049350861,NA,0.147354184,1.726645218,0.311278523,0.139311411,1.644703162,0.268598794,2.09068486,0.341432695,6.123270827
57,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5.6,0,200,38.6,Normal,Cloudy,dry,5,17,5/17/2008,3:26:28,Prime,87.66,225.72,right,600.88,54.02,upcurved,0,0,higher right,1012.76,NA,NA,non-musth,NA,foot,0,0,0,3,NA,NA,0.593309372,NA,0.053339389,NA,NA,NA,NA,NA,0.089901478,NA,NA,0.540309372,NA,0.040339389,NA,NA,NA,NA,NA,0.065901478,2.662059188,0.239323055,6.854665754,0.616244581,11.12328767
58,7,35++,2003,45,5,senescing adult,2003,C740UZ,3.1,3.2,0,92,19.6,Normal,Auto,dry,6,18,6/18/2003,16:03:30,Prime,40.8,248.05,left,508.97,60.52,upcurved,0,0,NA,1023.68,1267.41,NA,musth,"TGS, UD",NA,0,0,0,4,1.238091982,0.807694432,0.497196389,0.401582755,0.059120038,0.047750925,NA,NA,NA,NA,0.118906812,0.975091982,0.586694432,0.444196389,0.381582755,0.046120038,0.045750925,NA,NA,NA,NA,0.094906812,2.051884701,0.243983068,12.4747549,1.483333333,8.409947125
59,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,4.5,0,200,145,Fine,Shade,dry,5,16,5/16/2008,12:16:26,Prime,26.16,93.24,right,235.79,23.58,upcurved,0,0,higher right,NA,461.88,NA,NA,NA,anal flap,0,0,0,NA,NA,NA,NA,0.510500563,NA,0.051052221,NA,NA,NA,NA,0.100004241,NA,NA,NA,0.490500563,NA,0.049052221,NA,NA,NA,NA,0.076004241,2.528850279,0.252895753,9.013379205,0.901376147,9.999575912
60,7,35++,2003,49,5,senescing adult,2004,NA,6.3,NA,NA,NA,NA,NA,NA,wet,2,10,2/10/2004,19:31,Prime,13.92,38.75,right,80.66,9.86,upcurved,0,0,NA,158.43,NA,NA,pre/post-musth,TGS,foot,0,0,0,4,NA,NA,0.509120747,NA,0.062235688,NA,NA,NA,NA,NA,0.122241508,NA,NA,0.456120747,NA,0.049235688,NA,NA,NA,NA,NA,0.098241508,2.081548387,0.254451613,5.79454023,0.708333333,8.180527383
61,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,38.6,Normal,Daylight,wet,4,13,4/13/2008,16:16:15,Prime,56.25,206.18,right,494.6,52.52,upcurved,0,0,higher right,880.6,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.561662503,NA,0.059641154,NA,NA,NA,NA,NA,0.106186818,NA,NA,0.508662503,NA,0.046641154,NA,NA,NA,NA,NA,0.082186818,2.39887477,0.254728878,8.792888889,0.933688889,9.417364813
62,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5,0,200,63,Normal,Cloudy,dry,6,3,6/3/2008,10:26:41,Prime,NA,203.67,left,435.48,52.05,upcurved,0,0,higher right,NA,953.67,168.53,musth,"TGS, UD",foot,0,0,0,2,NA,NA,NA,0.456635943,NA,0.054578628,NA,0.176717313,2.583990981,0.30884709,0.119523285,NA,NA,NA,0.436635943,NA,0.052578628,NA,0.165717313,2.324990981,0.29584709,0.095523285,2.138164678,0.255560465,NA,NA,8.366570605
63,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,4.2,0,200,130,Fine,Shade,dry,5,16,5/16/2008,12:20:11,Prime,21.99,78.21,right,192.35,19.99,upcurved,0,0,higher right,NA,400.4,68.87,NA,NA,anal flap,0,0,0,NA,NA,NA,NA,0.480394605,NA,0.049925075,NA,0.172002997,2.792943226,0.290257006,0.103925136,NA,NA,NA,0.460394605,NA,0.047925075,NA,0.161002997,2.533943226,0.277257006,0.079925136,2.459404168,0.255593914,8.747157799,0.909049568,9.622311156
64,7,35++,2005,50,5,senescing adult,2005,C740UZ,3.1,3.2,0,70,29.6,Normal,Auto,dry,5,8,5/8/2005,9:35:10,Prime,NA,232.13,right,492,59.57,upcurved,0,0,higher right,878.96,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.559752435,NA,0.067773278,NA,NA,NA,NA,NA,0.121077236,NA,NA,0.506752435,NA,0.054773278,NA,NA,NA,NA,NA,0.097077236,2.119502003,0.256623444,NA,NA,8.259190868
65,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:07:11,Prime,73.57,314.24,right,750.26,80.72,upcurved,0,0,higher right,1386.8,1587.16,271.95,non-musth,NA,NA,0,0,0,3,1.144476493,0.87376194,0.541000865,0.472705965,0.058205942,0.050858137,0.196098933,0.171343784,2.758815959,0.296819268,0.107589369,0.881476493,0.65276194,0.488000865,0.452705965,0.045205942,0.048858137,0.142098933,0.160343784,2.499815959,0.283819268,0.083589369,2.387538187,0.256873727,10.19790676,1.097186353,9.294598612
66,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:06:10,Prime,62.97,316.63,right,779.58,81.41,upcurved,0,0,higher right,1390.85,1544.73,267.02,non-musth,NA,NA,0,0,0,3,1.11063738,0.900383886,0.560506165,0.504670719,0.058532552,0.052701767,0.19198332,0.172858687,2.919556588,0.304883529,0.104428025,0.84763738,0.679383886,0.507506165,0.484670719,0.045532552,0.050701767,0.13798332,0.161858687,2.660556588,0.291883529,0.080428025,2.462116666,0.257113982,12.38018104,1.292837859,9.575973468
67,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5.6,0,200,11.9,Normal,Daylight,wet,4,13,4/13/2008,7:57:15,Prime,49.78,151.46,left,370.43,38.97,upcurved,0,0,higher right,661.35,NA,NA,pre/post-musth,TGS,foot,0,0,0,5,NA,NA,0.560111892,NA,0.058924926,NA,NA,NA,NA,NA,0.105202062,NA,NA,0.507111892,NA,0.045924926,NA,NA,NA,NA,NA,0.081202062,2.445728245,0.257295656,7.441341904,0.782844516,9.505517064
68,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:05:20,Prime,75.71,313.6,right,786.5,80.73,upcurved,0,0,higher right,1350.21,1538.69,262.44,non-musth,NA,NA,0,0,0,3,1.1395931,0.87750619,0.582501981,0.511149094,0.059790699,0.052466709,0.194369765,0.170560672,2.996875476,0.307613169,0.102644628,0.8765931,0.65650619,0.529501981,0.491149094,0.046790699,0.050466709,0.140369765,0.159560672,2.737875476,0.294613169,0.078644628,2.507971939,0.257429847,10.38832387,1.06630564,9.742351047
69,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.2,NA,200,63,Normal,Daylight,wet,4,13,4/13/2008,16:16:01,Prime,89.81,316.29,right,794.45,82.3,upcurved,0,0,higher right,1408.15,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.564179952,NA,0.058445478,NA,NA,NA,NA,NA,0.103593681,NA,NA,0.511179952,NA,0.045445478,NA,NA,NA,NA,NA,0.079593681,2.511777167,0.260204243,8.845896893,0.916379022,9.65309842
70,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.3,NA,200,14.8,Normal,Daylight,wet,4,12,4/12/2008,17:13:54,Prime,132.1,253.01,left,606.334,65.84,upcurved,0,0,higher right,1068.71,1193.56,207.08,NA,NA,NA,0,0,0,4,1.116823086,0.895396964,0.567351293,0.508004625,0.061606984,0.055162707,0.193766316,0.173497771,2.928018157,0.317944756,0.108587016,0.853823086,0.674396964,0.514351293,0.488004625,0.048606984,0.053162707,0.139766316,0.162497771,2.669018157,0.304944756,0.084587016,2.396482352,0.260226869,4.58996215,0.498410295,9.209204131
71,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,4.5,0,200,18.9,Normal,Daylight,dry,5,16,5/16/2008,23:44:41,Prime,148.95,276.32,right,736.31,72.12,upcurved,0,0,higher right,1200.38,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.613397424,NA,0.060080974,NA,NA,NA,NA,NA,0.097947875,NA,NA,0.560397424,NA,0.047080974,NA,NA,NA,NA,NA,0.073947875,2.664700347,0.261001737,4.94333669,0.484189325,10.20951192
72,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5,0,200,63,Normal,Cloudy,dry,6,3,6/3/2008,10:26:38,Prime,37.34,215.15,left,495.21,56.26,upcurved,0,0,higher right,767.83,995.45,178.43,musth,"TGS, UD",foot,0,0,0,2,1.296445828,0.771339595,0.644947449,0.497473504,0.073271427,0.056517153,0.232382168,0.179245567,2.775374096,0.315305722,0.113608368,1.033445828,0.550339595,0.591947449,0.477473504,0.060271427,0.054517153,0.178382168,0.168245567,2.516374096,0.302305722,0.089608368,2.301696491,0.261491982,13.26218532,1.506695233,8.802168503
73,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:03:44,Prime,61.39,317.55,right,779.95,83.36,upcurved,0,0,higher right,1394.83,1544.64,263.89,non-musth,NA,NA,0,0,0,3,1.10740377,0.903013,0.559172085,0.504939662,0.059763555,0.053967267,0.189191514,0.170842397,2.955587555,0.315889196,0.106878646,0.84440377,0.682013,0.506172085,0.484939662,0.046763555,0.051967267,0.135191514,0.159842397,2.696587555,0.302889196,0.082878646,2.456148638,0.262509841,12.70483792,1.357875876,9.35640595
74,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:05:38,Prime,76.4,306.47,right,794.61,80.67,upcurved,0,0,higher right,1377.05,1546.22,266.23,non-musth,NA,NA,0,0,0,3,1.12284957,0.890591248,0.577037871,0.513904878,0.058581751,0.052172395,0.193333575,0.17218119,2.984674905,0.303008677,0.101521501,0.85984957,0.669591248,0.524037871,0.493904878,0.045581751,0.050172395,0.139333575,0.16118119,2.725674905,0.290008677,0.077521501,2.592782328,0.263223154,10.40065445,1.055890052,9.85013016
75,7,35++,2003,49,5,senescing adult,2004,NA,6.3,NA,NA,NA,NA,NA,NA,wet,2,10,2/10/2004,19:31,Prime,6.64,22.42,left,49.62,5.95,upcurved,0,0,NA,92.19,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0.538236251,NA,0.064540623,NA,NA,NA,NA,NA,0.119911326,NA,NA,0.485236251,NA,0.051540623,NA,NA,NA,NA,NA,0.095911326,2.213202498,0.265388046,7.472891566,0.896084337,8.339495798
76,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:11:01,Prime,126.92,302.3,left,767.64,80.29,upcurved,0,0,higher right,1254.05,1496.3,262.46,non-musth,NA,NA,0,0,0,3,1.193174116,0.838100648,0.612128703,0.513025463,0.06402456,0.053659026,0.209289901,0.175406001,2.924788539,0.305913282,0.104593299,0.930174116,0.617100648,0.559128703,0.493025463,0.05102456,0.051659026,0.155289901,0.164406001,2.665788539,0.292913282,0.080593299,2.53933179,0.265597089,6.048219351,0.632603215,9.560841948
77,7,35++,2005,50,5,senescing adult,2005,C740UZ,3.1,3.7,0,64,63,Normal,Auto,dry,5,8,5/8/2005,9:27:49,Prime,NA,122.06,left,248.99,32.83,upcurved,0,0,higher right,459.89,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.541412077,NA,0.071386636,NA,NA,NA,NA,NA,0.131852685,NA,NA,0.488412077,NA,0.058386636,NA,NA,NA,NA,NA,0.107852685,2.039898411,0.268966082,NA,NA,7.584221748
78,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,28.6,Normal,Cloudy,dry,5,17,5/17/2008,12:11:04,Prime,107.94,298.22,left,760.15,80.32,upcurved,0,0,higher right,1261.84,1494.84,260.31,non-musth,NA,NA,0,0,0,3,1.184650986,0.844130476,0.602413935,0.508515962,0.063653078,0.053731503,0.206293983,0.174139038,2.920172102,0.308555184,0.105663356,0.921650986,0.623130476,0.549413935,0.488515962,0.050653078,0.051731503,0.152293983,0.163139038,2.661172102,0.295555184,0.081663356,2.548957146,0.269331366,7.042338336,0.744117102,9.464018924
79,7,35++,2003,49,5,senescing adult,2004,NA,6.3,NA,NA,NA,NA,NA,NA,wet,2,10,2/10/2004,19:31,Prime,7.8,22.48,left,50.57,6.07,upcurved,0,0,NA,87.8,NA,NA,non-musth,NA,foot,0,0,0,NA,NA,NA,0.575968109,NA,0.069134396,NA,NA,NA,NA,NA,0.120031639,NA,NA,0.522968109,NA,0.056134396,NA,NA,NA,NA,NA,0.096031639,2.24955516,0.270017794,6.483333333,0.778205128,8.331136738
80,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,7.1,0,200,24.8,Normal,Cloudy,dry,5,17,5/17/2008,3:19:21,Prime,57.31,220.08,left,533.16,59.48,upcurved,0,0,higher right,926.33,NA,NA,non-musth,NA,foot,0,0,0,3,NA,NA,0.575561625,NA,0.064210379,NA,NA,NA,NA,NA,0.111561257,NA,NA,0.522561625,NA,0.051210379,NA,NA,NA,NA,NA,0.087561257,2.42257361,0.270265358,9.303088466,1.037864247,8.963685272
81,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,5.6,0,200,85,Fine,Shade,dry,5,16,5/16/2008,8:39:10,Prime,11.64,42.51,right,110.9,11.52,upcurved,0,0,higher right,178.7,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.620593173,NA,0.064465585,NA,NA,NA,NA,NA,0.103877367,NA,NA,0.567593173,NA,0.051465585,NA,NA,NA,NA,NA,0.079877367,2.60879793,0.27099506,9.527491409,0.989690722,9.626736111
82,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,5.6,0,200,85,Fine,Shade,dry,5,16,5/16/2008,8:39:11,Prime,12.2,41.48,right,110.54,11.371,upcurved,0,0,higher right,173.27,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.637963871,NA,0.065625902,NA,NA,NA,NA,NA,0.10286774,NA,NA,0.584963871,NA,0.052625902,NA,NA,NA,NA,NA,0.07886774,2.664898746,0.274132112,9.060655738,0.93204918,9.721220649
83,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,4.5,0,200,18.9,Normal,Daylight,dry,5,16,5/16/2008,23:44:36,Prime,122.54,273.02,right,741.38,75.03,upcurved,0,0,higher right,1212.1,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.611649204,NA,0.061900833,NA,NA,NA,NA,NA,0.101203162,NA,NA,0.558649204,NA,0.048900833,NA,NA,NA,NA,NA,0.077203162,2.71547872,0.274815032,6.050106088,0.612289865,9.881114221
84,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,21.6,Normal,Daylight,dry,5,16,5/16/2008,23:39:49,Prime,256.22,333.93,right,830.72,92.33,upcurved,0,0,higher right,1276.86,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.650595993,NA,0.072310198,NA,NA,NA,NA,NA,0.111144549,NA,NA,0.597595993,NA,0.059310198,NA,NA,NA,NA,NA,0.087144549,2.487707004,0.276495074,3.242213723,0.360354383,8.997292321
85,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,38.6,Normal,Daylight,wet,4,13,4/13/2008,16:16:24,Prime,56.3,202.93,right,489.72,56.45,upcurved,0,0,higher right,883.35,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.55438954,NA,0.063904455,NA,NA,NA,NA,NA,0.11526995,NA,NA,0.50138954,NA,0.050904455,NA,NA,NA,NA,NA,0.09126995,2.413245947,0.27817474,8.698401421,1.002664298,8.675287865
86,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,38.6,Normal,Daylight,wet,4,13,4/13/2008,16:16:43,Prime,141.77,194.48,right,496.09,54.21,upcurved,0,0,higher right,877.42,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.565396275,NA,0.06178341,NA,NA,NA,NA,NA,0.109274527,NA,NA,0.512396275,NA,0.04878341,NA,NA,NA,NA,NA,0.085274527,2.550853558,0.278743316,3.499259364,0.382379911,9.151263605
